出發日期,星期,出發時間,出發時段,出發機場代號,抵達時間,抵達時段,抵達機場代號,航空公司,航空聯盟,停靠站數量,停留時間,飛行時間,是否過夜,機型,機型分類,航班代碼,艙等,查詢日期,平均價格,最低價格,中位數價格,價格變異,隨機購買平均價格,最低價格剩餘天數,最低價格出現日期,筆數
2025-01-20,星期一,下午6:10,晚間班機,TPE,晚上8:05,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Boeing 787-10,1,BR 857,商務艙,2025-01-19,14437,13287,14872,507346.52,14874.75,75,2024-11-06,90
2025-01-20,星期一,下午6:10,晚間班機,TPE,晚上8:10,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CI 923,商務艙,2025-01-19,13724,13172,13360,382251.37,13697.5,75,2024-11-06,90
2025-01-20,星期一,下午6:35,晚間班機,TPE,晚上8:40,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CX 473,商務艙,2024-12-25,14345,14267,14279,98660.34,14642.5,75,2024-11-06,65
2025-01-20,星期一,中午12:25,下午班機,TPE,下午2:20,下午抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A321,0,BR 869,商務艙,2025-01-19,14454,13287,14872,547649.91,14873.0,75,2024-11-06,90
2025-01-20,星期一,中午12:25,下午班機,TPE,下午2:30,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 461,商務艙,2025-01-19,14280,14267,14280,39.5,14276.5,75,2024-11-06,90
2025-01-20,星期一,晚上10:30,晚間班機,TPE,"凌晨12:20 (星期二, 1月 21)",凌晨抵達,HKG,中華航空,2,直達航班。,Non-stop,1 小時 50 分鐘,No,Airbus A321neo,0,CI 607,商務艙,2025-01-19,13724,13172,13360,382251.37,13571.5,75,2024-11-06,90
2025-01-20,星期一,晚上7:00,晚間班機,TPE,晚上8:50,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 50 分鐘,No,Airbus A321,0,BR 809,商務艙,2025-01-19,14876,13287,14882,1259956.29,14087.75,75,2024-11-06,90
2025-01-20,星期一,晚上7:30,晚間班機,TPE,晚上9:35,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 777,1,CX 565,商務艙,2025-01-19,14280,14267,14280,39.5,14278.5,75,2024-11-06,90
2025-01-20,星期一,晚上7:40,晚間班機,TPE,晚上9:45,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 777,1,CX 451,商務艙,2025-01-19,14280,14267,14280,39.5,14273.75,75,2024-11-06,90
2025-01-20,星期一,晚上8:15,晚間班機,TPE,晚上10:20,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A350,1,CX 531,商務艙,2025-01-19,14280,14267,14280,39.5,14278.75,75,2024-11-06,90
2025-01-20,星期一,晚上9:15,晚間班機,TPE,晚上11:25,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 777,1,CX 479,商務艙,2025-01-19,14280,14267,14280,39.5,14275.75,75,2024-11-06,90
2025-01-20,星期一,清晨7:00,早晨班機,TPE,上午9:00,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Boeing 787-10,1,BR 891,商務艙,2025-01-19,15792,13287,14875,6644546.06,16126.0,75,2024-11-06,90
2025-01-20,星期一,清晨7:15,早晨班機,TPE,上午9:15,上午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Boeing 737,0,CI 601,商務艙,2025-01-19,13724,13172,13360,382251.37,14124.75,75,2024-11-06,90
2025-01-21,星期二,上午10:45,上午班機,TPE,下午1:00,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 15 分鐘,No,Boeing 777,1,CX 489,商務艙,2025-01-20,14507,14267,14280,292442.39,14278.0,76,2024-11-06,91
2025-01-21,星期二,上午10:50,上午班機,TPE,中午12:55,下午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CI 909,商務艙,2025-01-20,13753,13172,13360,456863.56,14078.5,76,2024-11-06,91
2025-01-21,星期二,上午8:05,早晨班機,TPE,上午10:05,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Airbus A321,0,BR 851,商務艙,2025-01-20,15314,13287,14873,3534944.64,15436.25,76,2024-11-06,91
2025-01-21,星期二,上午8:05,早晨班機,TPE,上午10:05,上午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CI 903,商務艙,2025-01-20,13753,13172,13360,456863.56,14411.0,76,2024-11-06,91
2025-01-21,星期二,上午8:05,早晨班機,TPE,上午10:10,上午抵達,HKG,星宇航空,5,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,JX 233,商務艙,2025-01-20,14873,11770,13482,13146051.68,16576.75,76,2024-11-06,91
2025-01-21,星期二,上午8:20,早晨班機,TPE,上午10:30,上午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 777,1,CX 407,商務艙,2025-01-14,14314,14267,14280,51731.36,14280.75,76,2024-11-06,85
2025-01-21,星期二,上午9:50,上午班機,TPE,上午11:50,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Boeing 787,1,BR 867,商務艙,2025-01-20,14645,13287,14873,621073.07,14877.25,76,2024-11-06,91
2025-01-21,星期二,上午9:50,上午班機,TPE,上午11:50,上午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CX 469,商務艙,2025-01-15,14662,14267,14281,777738.58,14275.5,76,2024-11-06,86
2025-01-21,星期二,下午1:20,下午班機,TPE,下午3:25,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 495,商務艙,2025-01-20,14365,14267,14280,451380.04,14279.5,76,2024-11-06,91
2025-01-21,星期二,下午2:25,下午班機,TPE,下午4:25,下午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Airbus A321,0,BR 855,商務艙,2025-01-20,15198,13287,14872,4659413.02,16450.5,76,2024-11-06,91
2025-01-21,星期二,下午2:30,下午班機,TPE,下午4:30,下午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Boeing 737,0,CI 915,商務艙,2025-01-20,13736,13172,13360,392914.71,13422.0,76,2024-11-06,91
2025-01-21,星期二,下午3:50,下午班機,TPE,下午5:55,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 443,商務艙,2025-01-20,14280,14267,14280,39.92,14274.75,76,2024-11-06,91
2025-01-21,星期二,下午4:30,下午班機,TPE,下午6:30,晚間抵達,HKG,星宇航空,5,直達航班。,Non-stop,2 小時,No,Airbus A330-900neo,1,JX 235,商務艙,2025-01-20,13229,11770,13481,1304466.05,13596.5,76,2024-11-06,91
2025-01-21,星期二,下午4:35,下午班機,TPE,下午6:30,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Boeing 787-10,1,BR 871,商務艙,2025-01-20,14442,13287,14872,503944.73,14090.25,76,2024-11-06,91
2025-01-21,星期二,下午4:55,下午班機,TPE,晚上7:00,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CI 919,商務艙,2025-01-20,13736,13172,13360,392914.71,13414.25,76,2024-11-06,91
2025-01-21,星期二,下午5:00,下午班機,TPE,晚上7:05,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CX 421,商務艙,2025-01-20,16254,14267,14281,8328687.83,17395.0,76,2024-11-06,52
2025-01-21,星期二,下午6:10,晚間班機,TPE,晚上8:05,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Boeing 787-10,1,BR 857,商務艙,2025-01-20,14442,13287,14872,503944.73,14880.25,76,2024-11-06,91
2025-01-21,星期二,下午6:10,晚間班機,TPE,晚上8:10,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Boeing 737,0,CI 923,商務艙,2025-01-20,13736,13172,13360,392914.71,13841.0,76,2024-11-06,91
2025-01-21,星期二,下午6:35,晚間班機,TPE,晚上8:40,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CX 473,商務艙,2025-01-20,15154,14267,14280,6484743.14,15845.25,76,2024-11-06,85
2025-01-21,星期二,中午12:25,下午班機,TPE,下午2:20,下午抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A321,0,BR 869,商務艙,2025-01-20,15614,13287,14874,5753057.7,14476.75,76,2024-11-06,91
2025-01-21,星期二,中午12:25,下午班機,TPE,下午2:30,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 461,商務艙,2025-01-19,14538,14267,14280,2533899.6,14277.25,76,2024-11-06,87
2025-01-21,星期二,晚上7:00,晚間班機,TPE,晚上8:50,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 50 分鐘,No,Airbus A321,0,BR 809,商務艙,2025-01-20,14442,13287,14872,503944.73,14879.0,76,2024-11-06,91
2025-01-21,星期二,晚上7:30,晚間班機,TPE,晚上9:35,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 777,1,CX 565,商務艙,2025-01-20,14280,14267,14280,39.92,14284.25,76,2024-11-06,91
2025-01-21,星期二,晚上7:40,晚間班機,TPE,晚上9:45,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 777,1,CX 451,商務艙,2025-01-20,14280,14267,14280,39.92,14280.5,76,2024-11-06,91
2025-01-21,星期二,晚上8:15,晚間班機,TPE,晚上10:20,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A350,1,CX 531,商務艙,2025-01-20,14280,14267,14280,39.92,14280.0,76,2024-11-06,91
2025-01-21,星期二,晚上9:10,晚間班機,TPE,晚上11:00,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,1 小時 50 分鐘,No,Airbus A321neo,0,CI 921,商務艙,2025-01-08,13561,13172,13357,218023.47,13934.0,76,2024-11-06,79
2025-01-21,星期二,晚上9:15,晚間班機,TPE,晚上11:25,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 777,1,CX 479,商務艙,2025-01-20,14280,14267,14280,39.92,14280.0,76,2024-11-06,91
2025-01-21,星期二,清晨7:00,早晨班機,TPE,上午9:00,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Boeing 787-10,1,BR 891,商務艙,2025-01-20,15782,13287,14875,6579684.48,14480.0,76,2024-11-06,91
2025-01-21,星期二,清晨7:15,早晨班機,TPE,上午9:15,上午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Boeing 737,0,CI 601,商務艙,2025-01-20,13724,13172,13360,382329.8,13752.25,76,2024-11-06,90
2025-01-22,星期三,上午10:45,上午班機,TPE,下午1:00,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 15 分鐘,No,Boeing 777,1,CX 489,商務艙,2025-01-02,14339,14267,14280,89441.06,14280.25,77,2024-11-06,72
2025-01-22,星期三,上午10:50,上午班機,TPE,中午12:55,下午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CI 909,商務艙,2025-01-21,13986,13172,13361,1047201.57,14035.0,77,2024-11-06,91
2025-01-22,星期三,上午8:05,早晨班機,TPE,上午10:05,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Boeing 787,1,BR 851,商務艙,2025-01-21,15510,13287,14875,5178614.27,16507.5,77,2024-11-06,91
2025-01-22,星期三,上午8:05,早晨班機,TPE,上午10:05,上午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CI 903,商務艙,2025-01-21,13772,13172,13360,467103.53,13993.0,77,2024-11-06,91
2025-01-22,星期三,上午8:05,早晨班機,TPE,上午10:10,上午抵達,HKG,星宇航空,5,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,JX 233,商務艙,2025-01-21,13551,11770,13481,2504047.26,14173.75,77,2024-11-06,91
2025-01-22,星期三,上午8:20,早晨班機,TPE,上午10:30,上午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 777,1,CX 407,商務艙,2025-01-20,15524,14267,14280,10188885.66,16912.25,77,2024-11-06,90
2025-01-22,星期三,上午9:50,上午班機,TPE,上午11:50,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Airbus A321,0,BR 867,商務艙,2025-01-21,15069,13287,14872,4109600.61,15241.0,77,2024-11-06,91
2025-01-22,星期三,上午9:50,上午班機,TPE,上午11:50,上午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CX 469,商務艙,2025-01-21,15237,14267,14281,8963812.17,16907.5,77,2024-11-06,91
2025-01-22,星期三,下午1:20,下午班機,TPE,下午3:25,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 495,商務艙,2025-01-21,16262,14267,14282,9257541.51,17400.0,77,2024-11-06,70
2025-01-22,星期三,下午2:25,下午班機,TPE,下午4:25,下午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Airbus A321,0,BR 855,商務艙,2025-01-21,14460,13287,14872,491168.21,14088.5,77,2024-11-06,91
2025-01-22,星期三,下午2:30,下午班機,TPE,下午4:30,下午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CI 915,商務艙,2025-01-21,13838,13172,13360,714841.25,13459.0,77,2024-11-06,91
2025-01-22,星期三,下午3:50,下午班機,TPE,下午5:55,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 443,商務艙,2024-12-25,15843,14267,14281,8731678.33,16205.0,77,2024-11-06,64
2025-01-22,星期三,下午4:30,下午班機,TPE,下午6:30,晚間抵達,HKG,星宇航空,5,直達航班。,Non-stop,2 小時,No,Airbus A330-900neo,1,JX 235,商務艙,2025-01-21,13260,11770,13481,1299896.59,13054.5,77,2024-11-06,91
2025-01-22,星期三,下午4:35,下午班機,TPE,下午6:30,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A330,1,BR 871,商務艙,2025-01-21,14460,13287,14872,491168.21,14479.5,77,2024-11-06,91
2025-01-22,星期三,下午4:55,下午班機,TPE,晚上7:00,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CI 919,商務艙,2025-01-21,13755,13172,13360,403820.17,13377.25,77,2024-11-06,91
2025-01-22,星期三,下午6:10,晚間班機,TPE,晚上8:05,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A330,1,BR 857,商務艙,2025-01-21,14460,13287,14872,491168.21,14877.25,77,2024-11-06,91
2025-01-22,星期三,下午6:10,晚間班機,TPE,晚上8:10,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Boeing 737,0,CI 923,商務艙,2025-01-21,15418,13172,16386,2200777.18,16392.25,77,2024-11-06,89
2025-01-22,星期三,下午6:35,晚間班機,TPE,晚上8:40,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CX 473,商務艙,2025-01-21,14279,14267,14280,36.88,14275.25,77,2024-11-06,86
2025-01-22,星期三,中午12:25,下午班機,TPE,下午2:20,下午抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A321,0,BR 869,商務艙,2025-01-21,19832,13287,21834,11431047.07,19121.25,77,2024-11-06,91
2025-01-22,星期三,中午12:25,下午班機,TPE,下午2:30,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 461,商務艙,2025-01-21,15095,14267,14281,4514157.8,18020.25,77,2024-11-06,73
2025-01-22,星期三,晚上7:30,晚間班機,TPE,晚上9:35,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 777,1,CX 565,商務艙,2025-01-21,14280,14267,14280,39.78,14281.0,77,2024-11-06,91
2025-01-22,星期三,晚上7:40,晚間班機,TPE,晚上9:45,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 777,1,CX 451,商務艙,2025-01-21,14280,14267,14280,39.78,14283.0,77,2024-11-06,91
2025-01-22,星期三,晚上8:15,晚間班機,TPE,晚上10:20,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A350,1,CX 531,商務艙,2025-01-21,14280,14267,14280,39.78,14285.75,77,2024-11-06,91
2025-01-22,星期三,晚上9:10,晚間班機,TPE,晚上11:00,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,1 小時 50 分鐘,No,Airbus A321neo,0,CI 921,商務艙,2025-01-21,13755,13172,13360,403820.17,13557.75,77,2024-11-06,91
2025-01-22,星期三,晚上9:15,晚間班機,TPE,晚上11:25,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 777,1,CX 479,商務艙,2025-01-21,14280,14267,14280,39.78,14278.25,77,2024-11-06,91
2025-01-22,星期三,清晨7:00,早晨班機,TPE,上午9:00,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Boeing 787-10,1,BR 891,商務艙,2025-01-21,15710,13287,14875,6230221.69,14875.75,77,2024-11-06,91
2025-01-22,星期三,清晨7:15,早晨班機,TPE,上午9:15,上午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Boeing 737,0,CI 601,商務艙,2025-01-19,13355,13172,13192,187253.26,13314.25,77,2024-11-06,43
2025-01-23,星期四,上午10:50,上午班機,TPE,中午12:55,下午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CI 909,商務艙,2025-01-22,13774,13172,13360,413851.1,14123.5,78,2024-11-06,91
2025-01-23,星期四,上午8:05,早晨班機,TPE,上午10:05,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Airbus A321,0,BR 851,商務艙,2025-01-22,21195,14888,21836,2494294.35,21736.75,2,2025-01-21,91
2025-01-23,星期四,上午8:05,早晨班機,TPE,上午10:05,上午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Airbus A330,1,CI 903,商務艙,2025-01-22,13774,13172,13360,413851.1,13314.75,78,2024-11-06,91
2025-01-23,星期四,上午8:05,早晨班機,TPE,上午10:10,上午抵達,HKG,星宇航空,5,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,JX 233,商務艙,2025-01-22,14419,11770,13483,8307831.18,13054.75,78,2024-11-06,91
2025-01-23,星期四,上午8:20,早晨班機,TPE,上午10:30,上午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 777,1,CX 407,商務艙,2024-12-27,14550,14267,14279,1311719.23,14274.5,78,2024-11-06,62
2025-01-23,星期四,上午9:50,上午班機,TPE,上午11:50,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Airbus A330,1,BR 867,商務艙,2025-01-22,15037,13287,14872,4016496.69,14477.5,78,2024-11-06,91
2025-01-23,星期四,上午9:50,上午班機,TPE,上午11:50,上午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CX 469,商務艙,2024-12-05,14883,14267,14278,2670659.87,14647.5,78,2024-11-06,43
2025-01-23,星期四,下午1:20,下午班機,TPE,下午3:25,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 495,商務艙,2025-01-22,19289,14267,20519,19689785.88,20025.75,78,2024-11-06,70
2025-01-23,星期四,下午2:25,下午班機,TPE,下午4:25,下午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Airbus A321,0,BR 855,商務艙,2025-01-22,14477,13287,14872,477690.61,14081.75,78,2024-11-06,91
2025-01-23,星期四,下午2:30,下午班機,TPE,下午4:30,下午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CI 915,商務艙,2025-01-22,14370,13172,13360,2024263.37,14877.75,78,2024-11-06,91
2025-01-23,星期四,下午3:50,下午班機,TPE,下午5:55,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 443,商務艙,2025-01-22,16096,14267,14280,12475331.75,21099.75,78,2024-11-06,80
2025-01-23,星期四,下午4:30,下午班機,TPE,下午6:30,晚間抵達,HKG,星宇航空,5,直達航班。,Non-stop,2 小時,No,Airbus A330-900neo,1,JX 235,商務艙,2025-01-22,13291,11770,13481,1293297.8,13168.0,78,2024-11-06,91
2025-01-23,星期四,下午4:35,下午班機,TPE,下午6:30,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Boeing 777,1,BR 871,商務艙,2025-01-22,14477,13287,14872,477690.61,14875.25,78,2024-11-06,91
2025-01-23,星期四,下午4:55,下午班機,TPE,晚上7:00,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CI 919,商務艙,2025-01-22,13774,13172,13360,413851.1,13606.0,78,2024-11-06,91
2025-01-23,星期四,下午5:00,下午班機,TPE,晚上7:05,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CX 421,商務艙,2025-01-22,16319,14267,14280,12560106.82,14649.0,78,2024-11-06,76
2025-01-23,星期四,下午6:10,晚間班機,TPE,晚上8:05,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A330,1,BR 857,商務艙,2025-01-22,14579,13287,14873,538403.69,14486.5,78,2024-11-06,91
2025-01-23,星期四,下午6:10,晚間班機,TPE,晚上8:10,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Boeing 737,0,CI 923,商務艙,2025-01-22,13774,13172,13360,413851.1,13503.5,78,2024-11-06,91
